danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,artist_name,track_name,artist_popularity,track_popularity,artist_genres,playlist_name
0.747,0.47,1,-9.08,1,0.0819,0.228,9.86e-05,0.159,0.555,83.615,22hDixNxweqNOeLR7dZS7R,301173,4,Beyoncé,"Me, Myself and I",89,5,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.596,0.767,8,-8.96,1,0.146,0.00255,0.0267,0.437,0.566,155.881,6M9A67YCLVkJ0WxMBbp4Ov,215173,4,Beyoncé,Video Phone,89,36,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.711,0.439,1,-5.156,1,0.138,0.114,0.0,0.0573,0.326,78.074,7M4F4e8lI8Dkod0IEtBx7x,283520,4,Beyoncé,Ego - Remix,89,38,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.474,0.391,1,-7.781,1,0.263,0.145,0.0,0.201,0.526,78.798,5iaVupGhrGVtwBvmGxxYih,235680,4,Beyoncé,Ego,89,44,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.365,0.382,6,-7.344,1,0.0295,0.382,5.08e-06,0.0661,0.268,148.363,1pzJboOZaDNwshBnOlNh3a,273880,3,Beyoncé,1+1,89,53,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.474,0.683,7,-5.585,1,0.397,0.00161,0.000123,0.309,0.509,169.51,5xz4NjWqe4bvIqJNzgKKPs,272707,4,Beyoncé,Upgrade U,89,31,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.638,0.377,9,-11.195,1,0.346,0.114,9.19e-06,0.302,0.562,112.439,4iE0yDu3gwAzSyaRNavj2V,259093,4,Beyoncé,Yes,89,0,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.869,0.546,6,-6.755,0,0.327,0.0512,0.0113,0.0541,0.855,146.118,6GQuF9vzJAVs7fYN9ftBdP,200320,4,Beyoncé,Diva,89,50,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,07lxDm1s8FVO4GF54Nooiz,227667,4,Beyoncé,Irreplaceable,89,54,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.716,0.811,6,-7.503,0,0.212,0.0328,0.000517,0.0649,0.786,118.005,3FPUFltTjg6ClUL2wr9ux6,223987,4,Beyoncé,End of Time,89,58,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,00BuKLSAFkaEkaVAgIMbeA,220627,4,Lady Gaga,Telephone,89,0,"['art pop', 'dance pop', 'pop']",ON THE RUN
0.456,0.742,2,-8.39,1,0.481,0.0534,0.000223,0.0837,0.428,168.507,4pVFPKuNNZtKMq7rQjYh32,203200,4,Beyoncé,Ring The Alarm,89,19,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.521,0.552,6,-5.628,0,0.327,0.317,2.25e-05,0.381,0.936,97.535,5JZpQuRIX8MTiKwuELjTlx,221293,4,Destiny's Child,"Independent Women, Pt. 1 - Pasadena Remix",73,58,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",ON THE RUN
0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,1z6WtY7X4HQJvzxC4UgkSf,267413,4,Beyoncé,Love On Top,89,71,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,6d8A5sAx9TfdeseDvfWNHd,210453,4,Beyoncé,Check On It - feat. Bun B and Slim Thug,89,32,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,557un1HgwYMuqfWGSTmnxw,192587,4,Beyoncé,Single Ladies (Put a Ring on It),89,64,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.865,0.829,0,-6.981,0,0.315,0.0673,0.0,0.253,0.651,96.511,7LWbC1x1fd6IPHUu9yzzwE,205813,4,Beyoncé,Get Me Bodied,89,19,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,0WqIKmW4BTrj3eJFmnCKMv,235933,4,Beyoncé,Crazy In Love,89,18,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.665,0.787,5,-5.73,1,0.151,0.31,0.0,0.219,0.699,167.351,3axkNosdVQLZiq1HakuGhc,212147,4,Beyoncé,Countdown,89,61,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,2CvOqDpQIMw69cCzWqr5yr,261160,4,Beyoncé,Halo,89,70,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,5hgnY0mVcVetszbb85qeDg,319467,4,Beyoncé,Partition,89,67,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.601,0.636,8,-5.732,1,0.0938,0.279,0.0,0.453,0.351,86.997,5fv7SEAPH6EYuhFujpzVyv,333733,4,JAY Z,Part II (On The Run),86,1,"['east coast hip hop', 'hip hop', 'rap']",ON THE RUN
0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,1oQZk2bKBLgP1cbuFKvjkq,249867,4,Beyoncé,If I Were a Boy,89,65,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.648,0.593,10,-6.267,1,0.0509,0.0188,0.0,0.169,0.719,160.984,42qh86p7TLXyumxSHn65kc,245480,4,Beyoncé,Party,89,58,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.763,0.728,7,-4.944,1,0.326,0.00677,1.22e-05,0.0915,0.362,105.923,3fDLrzTTj6wUvMIMG57Qu9,239960,4,Beyoncé,Deja Vu,89,31,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.403,0.784,2,-7.584,0,0.171,0.187,0.00177,0.165,0.275,179.427,63dETSxIKCdUHGzlUyCjWb,266253,3,JAY Z,Lift Off,86,12,"['east coast hip hop', 'hip hop', 'rap']",ON THE RUN
0.435,0.525,5,-9.753,1,0.363,0.168,0.0,0.22,0.681,84.2,7hU88dWKOrWmfLk0HhQvSV,219160,5,Beyoncé,That's How You Like It,89,0,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.817,0.775,4,-4.895,0,0.22,0.0109,0.000156,0.31,0.81,124.811,0KWcXVBULePvjP7hbXfsA8,198240,4,Beyoncé,Welcome To Hollywood,89,19,"['dance pop', 'pop', 'r&b']",ON THE RUN
0.863,0.705,8,-6.202,1,0.31,0.05,2.21e-05,0.524,0.599,145.099,63OmVzNwoMNn6hT7p5vwvX,189013,4,JAY Z,Tom Ford,86,1,"['east coast hip hop', 'hip hop', 'rap']",ON THE RUN
0.611,0.464,10,-8.068,0,0.294,0.0171,0.214,0.0794,0.274,127.766,2VgK91p2fUZ5iqm3hJHma6,243413,4,JAY Z,F*ckwithmeyouknowigotit,86,2,"['east coast hip hop', 'hip hop', 'rap']",ON THE RUN
0.365,0.943,11,-5.274,0,0.474,0.219,0.0,0.39,0.456,177.919,5EqZa2IwIMYE3c3wYh8Ccc,237920,4,JAY Z,Oceans,86,1,"['east coast hip hop', 'hip hop', 'rap']",ON THE RUN
0.525,0.334,0,-11.54,1,0.0686,0.641,0.0,0.114,0.185,80.307,49sXkAcR5LvOrtq5Qcn5cf,276560,3,Beyoncé,Superpower,89,53,"['dance pop', 'pop', 'r&b']",ON THE RUN
